date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-17,В2 981 ,Е95,МИНСК(МИНСК ИНТЛ.),29,Y(А13),08:58,265,2026-06-17 09:09:00,2026-06-17 09:11:00,,2026-06-17 09:13:00,2026-06-17 09:15:00,2026-06-17 09:13:00,2026-06-17 09:15:00,2026-06-17 09:15:00,,,2026-06-17 09:19:00,2026-06-17 09:20:00,,0.0,2026-06-17 09:16:00,2026-06-17 09:20:00,,,,,Фанин - Богданов Анатолий Н. О.,Белавиа,Выдача до 30 минут
2026-06-17,КГ 555 ,320,ОШ,22,Y(А13),08:59,2818,2026-06-17 09:14:00,2026-06-17 09:15:00,,2026-06-17 09:17:00,2026-06-17 09:32:00,2026-06-17 09:17:00,2026-06-17 09:32:00,2026-06-17 09:37:00,,,2026-06-17 09:29:00,2026-06-17 09:37:00,,0.0,2026-06-17 09:23:00,2026-06-17 09:28:00,2026-06-17 09:32:00,2026-06-17 09:37:00,,,"Виноградов А. А., Королёв Е. А.",Aero Nomad,Выдача до 30 минут
2026-06-17,ЯМ 597 ,73Х,МИРНЫЙ,5,Y(А07),09:08,1575,2026-06-17 09:25:00,2026-06-17 09:28:00,,2026-06-17 09:30:00,2026-06-17 09:54:00,2026-06-17 09:30:00,2026-06-17 09:54:00,2026-06-17 09:40:00,14.0,13.0,2026-06-17 09:38:00,2026-06-17 09:55:00,,0.0,2026-06-17 09:35:00,2026-06-17 09:40:00,2026-06-17 09:57:00,2026-06-17 09:58:00,,,Прохачев И. А.,Алроса,Выдача до 30 минут
2026-06-17,AZO 7108 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),26,Y(А12),09:14,510,2026-06-17 09:27:00,2026-06-17 09:29:00,,2026-06-17 09:31:00,2026-06-17 09:33:00,2026-06-17 09:31:00,2026-06-17 09:33:00,2026-06-17 09:34:00,,,2026-06-17 09:37:00,2026-06-17 09:38:00,,0.0,2026-06-17 09:34:00,2026-06-17 09:37:00,,,,,Рустамов М. А.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-17,ФВ 6003 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),09:21,29,2026-06-17 09:35:00,2026-06-17 09:37:00,,2026-06-17 09:38:00,2026-06-17 09:40:00,2026-06-17 09:38:00,2026-06-17 09:40:00,2026-06-17 09:39:00,1.0,2.0,2026-06-17 09:40:00,2026-06-17 09:41:00,,0.0,2026-06-17 09:38:00,2026-06-17 09:41:00,,,,,Фаёзов А. Р.,Россия,Выдача до 30 минут
2026-06-17,ДР 414 ,73Х,ЧЕЛЯБИНСК(БАЛАНДИНО),49,Y(А08),09:30,505,2026-06-17 09:40:00,2026-06-17 09:40:00,,2026-06-17 09:43:00,2026-06-17 09:46:00,2026-06-17 09:43:00,2026-06-17 09:46:00,2026-06-17 09:47:00,,,2026-06-17 09:53:00,2026-06-17 09:55:00,,0.0,2026-06-17 09:50:00,2026-06-17 09:55:00,,,,,Бородин А. В.,Победа,Выдача до 30 минут
2026-06-17,ВГ 2390 ,ЯК4,ВОЛОГДА,45,Y(А04),09:35,78,2026-06-17 09:42:00,2026-06-17 09:44:00,,2026-06-17 09:43:00,2026-06-17 09:45:00,2026-06-17 09:43:00,2026-06-17 09:45:00,2026-06-17 09:47:00,,1.0,,-1,,0.0,,,,,,,Ушаков Г. А.,Вологодское АП,Некорректно проставлены отметки
2026-06-17,ЮТ 352 ,73Е,ХАНТЫ-МАНСИЙСК,16,Y(А05),09:41,512,2026-06-17 09:59:00,2026-06-17 10:01:00,,2026-06-17 10:03:00,2026-06-17 10:07:00,2026-06-17 10:03:00,2026-06-17 10:07:00,2026-06-17 10:06:00,1.0,1.0,2026-06-17 10:12:00,2026-06-17 10:14:00,,0.0,2026-06-17 10:08:00,2026-06-17 10:12:00,,,,,Баташан В. Ю.,Ютэйр,Выдача до 30 минут
2026-06-17,ДР 714 ,73Х,САМАРКАНД(САМАРКАНД ИНТЛ.),50,Y(А11),10:05,269,2026-06-17 10:15:00,2026-06-17 10:17:00,,2026-06-17 10:18:00,2026-06-17 10:20:00,2026-06-17 10:18:00,2026-06-17 10:20:00,2026-06-17 10:21:00,,,2026-06-17 10:26:00,2026-06-17 10:27:00,,0.0,2026-06-17 10:24:00,2026-06-17 10:26:00,,,,,Саидов А. С.,Победа,Выдача до 30 минут
2026-06-17,DV 801 ,73В,ШЫМКЕНТ(ШЫМКЕНТ ИНТЛ.),20,Y(А13),10:07,775,2026-06-17 10:18:00,2026-06-17 10:18:00,,2026-06-17 10:20:00,2026-06-17 10:30:00,2026-06-17 10:20:00,2026-06-17 10:30:00,2026-06-17 10:27:00,3.0,5.0,2026-06-17 10:36:00,2026-06-17 10:38:00,,0.0,2026-06-17 10:31:00,2026-06-17 10:37:00,,,,,Виноградов А. А.,SCAT Airlines,Выдача до 30 минут
