date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-19,TK 1231 ,321,АНТАЛЬЯ,25,Y(А09),16:47,1548,2026-06-19 16:58:00,2026-06-19 16:58:00,,2026-06-19 17:01:00,2026-06-19 17:15:00,2026-06-19 17:01:00,2026-06-19 17:15:00,2026-06-19 17:12:00,3.0,4.0,2026-06-19 17:21:00,2026-06-19 17:24:00,3.0,0.0,2026-06-19 17:01:05,2026-06-19 17:33:00,,,,,Дубинский В. Д.,Turkish Airlines,Выдача до 30 минут
2026-06-19,КГ 555 ,320,ОШ,23,Y(А13),17:00,2674,2026-06-19 17:08:00,2026-06-19 17:11:00,,2026-06-19 17:12:00,2026-06-19 17:29:00,2026-06-19 17:12:00,2026-06-19 17:29:00,2026-06-19 17:30:00,,,2026-06-19 17:21:00,2026-06-19 17:37:00,,0.0,2026-06-19 17:20:00,2026-06-19 17:34:00,2026-06-19 17:16:00,2026-06-19 17:21:00,,,"Омурбе У. Б., Черкас В. А.",Aero Nomad,Выдача до 30 минут
2026-06-19,А4 7010 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),21,Y(А12),17:08,575,2026-06-19 17:15:00,2026-06-19 17:16:00,,2026-06-19 17:19:00,2026-06-19 17:24:00,2026-06-19 17:19:00,2026-06-19 17:24:00,2026-06-19 17:23:00,1.0,1.0,2026-06-19 17:30:00,2026-06-19 17:32:00,,0.0,2026-06-19 17:25:00,2026-06-19 17:30:00,,,,,Додаров Ф. М.,Азимут,Выдача до 30 минут
2026-06-19,ДР 856 ,73Х,ГЮМРИ(ШИРАК),50,Y(А13),17:17,1080,2026-06-19 17:24:00,2026-06-19 17:25:00,,2026-06-19 17:28:00,2026-06-19 17:36:00,2026-06-19 17:28:00,2026-06-19 17:36:00,2026-06-19 17:35:00,1.0,1.0,2026-06-19 17:45:00,2026-06-19 17:47:00,,0.0,2026-06-19 17:39:00,2026-06-19 17:45:00,,,,,Гаврилов В. А.,Победа,Выдача до 30 минут
2026-06-19,ФВ 6037 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),17:20,176,2026-06-19 17:28:00,2026-06-19 17:30:00,,2026-06-19 17:32:00,2026-06-19 17:36:00,2026-06-19 17:32:00,2026-06-19 17:36:00,2026-06-19 17:33:00,3.0,3.0,2026-06-19 17:28:00,2026-06-19 17:29:00,,0.0,2026-06-19 17:36:00,2026-06-19 17:38:00,,,,,Музафаров А. С.,Россия,Выдача до 30 минут
2026-06-19,PBD 980 ,7С8,АНТАЛЬЯ,46,Y(А12),17:26,1506,2026-06-19 17:35:00,2026-06-19 17:35:00,,2026-06-19 17:44:00,2026-06-19 17:54:00,2026-06-19 17:49:00,2026-06-19 17:54:00,2026-06-19 17:49:00,5.0,,2026-06-19 17:57:00,2026-06-19 18:01:00,,0.0,2026-06-19 17:51:00,2026-06-19 17:57:00,2026-06-19 17:47:00,2026-06-19 17:56:00,,,"Давлатов Б. Ч., Додаров Ф. М.",Победа,Выдача до 30 минут
2026-06-19,ДР 424 ,73Х,САМАРА(КУРУМОЧ),48,Y(А07),17:36,344,2026-06-19 17:47:00,2026-06-19 17:48:00,,2026-06-19 17:55:00,2026-06-19 17:57:00,2026-06-19 17:55:00,2026-06-19 17:57:00,2026-06-19 17:53:00,4.0,,2026-06-19 18:05:00,2026-06-19 18:08:00,,0.0,2026-06-19 17:59:00,2026-06-19 18:04:00,,,,,Попов Д. В.,Победа,Выдача до 30 минут
2026-06-19,ЮТ 746 ,73Х,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),22,Y(А11),17:44,1316,2026-06-19 17:52:00,2026-06-19 17:54:00,,2026-06-19 17:54:00,2026-06-19 18:07:00,2026-06-19 17:54:00,2026-06-19 18:07:00,2026-06-19 18:05:00,2.0,4.0,2026-06-19 18:06:00,2026-06-19 18:12:00,,0.0,2026-06-19 18:01:00,2026-06-19 18:05:00,2026-06-19 18:08:00,2026-06-19 18:12:00,,,Ушаков Г. А.,Ютэйр,Выдача до 30 минут
2026-06-19,ГЗП 398 ,73В,УХТА,Б66,Y(А05),17:49,257,2026-06-19 17:58:00,2026-06-19 17:58:00,,2026-06-19 18:00:00,2026-06-19 18:02:00,2026-06-19 18:00:00,2026-06-19 18:02:00,2026-06-19 18:04:00,,,2026-06-19 18:19:00,2026-06-19 18:21:00,,0.0,2026-06-19 18:03:00,2026-06-19 18:19:00,,,,,Демчук Д. П.,Газпром авиа,Выдача до 30 минут
2026-06-19,УР 513 ,75В,БОДРУМ(МИЛАС),19,0,17:54,914,2026-06-19 17:55:00,2026-06-19 18:38:00,40.0,2026-06-19 21:41:00,2026-06-19 21:42:00,2026-06-19 21:41:00,2026-06-19 21:42:00,2026-06-19 18:05:00,217.0,,,-1,,0.0,,,,,,,Дубинский В. Д.,FLYONE Armenia,Не определено
2026-06-19,ХИ 9607 ,32Н,БУХАРА(БУХАРА ИНТЛ.),24,Y(А10),17:57,1808,2026-06-19 18:08:00,2026-06-19 18:09:00,,2026-06-19 18:12:00,2026-06-19 18:26:00,2026-06-19 18:12:00,2026-06-19 18:26:00,2026-06-19 18:24:00,2.0,2.0,2026-06-19 18:22:00,2026-06-19 18:34:00,,0.0,2026-06-19 18:19:00,2026-06-19 18:23:00,2026-06-19 18:30:00,2026-06-19 18:33:00,,,Хушвактов П. З.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-19,AZV 3002 ,763,АНТАЛЬЯ,18,Y(А09),18:03,3066,2026-06-19 18:15:00,2026-06-19 18:17:00,,2026-06-19 18:20:00,2026-06-19 18:40:00,2026-06-19 18:20:00,2026-06-19 18:40:00,2026-06-19 18:39:00,1.0,,2026-06-19 18:42:00,2026-06-19 18:46:00,7.0,1.0,2026-06-19 18:24:00,2026-06-19 18:52:00,2026-06-19 18:38:00,2026-06-19 18:44:00,,,Воробьев Т. А.,АЗУР эйр,Выдача от 30 до 40 минут
2026-06-19,ФВ 6175 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),18:07,199,2026-06-19 18:18:00,2026-06-19 18:20:00,,2026-06-19 18:22:00,2026-06-19 18:26:00,2026-06-19 18:22:00,2026-06-19 18:26:00,2026-06-19 18:23:00,3.0,3.0,2026-06-19 18:28:00,2026-06-19 18:30:00,,0.0,2026-06-19 18:26:00,2026-06-19 18:28:00,,,,,Музафаров А. С.,Россия,Выдача до 30 минут
2026-06-19,3F 325 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),20,Y(А13),18:15,1367,2026-06-19 18:24:00,2026-06-19 18:26:00,,2026-06-19 18:28:00,2026-06-19 18:41:00,2026-06-19 18:28:00,2026-06-19 18:41:00,2026-06-19 18:37:00,4.0,4.0,2026-06-19 18:44:00,2026-06-19 18:54:00,,0.0,2026-06-19 18:37:00,2026-06-19 18:42:00,2026-06-19 18:48:00,2026-06-19 18:52:00,,,Каламбеков У. О.,FLYONE Armenia,Выдача до 30 минут
2026-06-19,NE 620 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А12),18:21,564,2026-06-19 18:29:00,2026-06-19 18:31:00,,2026-06-19 18:31:00,2026-06-19 18:35:00,2026-06-19 18:31:00,2026-06-19 18:35:00,2026-06-19 18:37:00,,,2026-06-19 18:40:00,2026-06-19 18:47:00,,0.0,2026-06-19 18:37:00,2026-06-19 18:40:00,,,,,Омурбе У. Б.,Nesma Airlines,Выдача до 30 минут
2026-06-19,TK 415 ,321,СТАМБУЛ(СТАМБУЛ НЬЮ),25,Y(А10),18:26,3421,2026-06-19 18:36:00,2026-06-19 18:38:00,,2026-06-19 18:40:00,2026-06-19 18:56:00,2026-06-19 18:40:00,2026-06-19 18:56:00,2026-06-19 19:03:00,,,2026-06-19 18:51:00,2026-06-19 19:02:00,,0.0,2026-06-19 18:29:00,2026-06-19 19:19:00,2026-06-19 18:34:00,2026-06-19 19:02:00,,,Дубинский В. Д.,Turkish Airlines,Выдача до 30 минут
2026-06-19,ЮТ 576 ,735,КРАСНОДАР(ПАШКОВСКИЙ),14,Y(А08),18:34,805,2026-06-19 18:44:00,2026-06-19 18:45:00,,2026-06-19 18:48:00,2026-06-19 18:54:00,2026-06-19 18:48:00,2026-06-19 18:54:00,2026-06-19 18:53:00,1.0,1.0,2026-06-19 18:59:00,2026-06-19 19:00:00,,0.0,2026-06-19 18:56:00,2026-06-19 18:59:00,,,,,Давлатов Б. Ч.,Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 456 ,73Е,НОЯБРЬСК,17,Y(А06),18:37,742,2026-06-19 18:45:00,2026-06-19 18:46:00,,2026-06-19 19:08:00,2026-06-19 19:13:00,2026-06-19 19:08:00,2026-06-19 19:13:00,2026-06-19 18:54:00,19.0,,2026-06-19 19:20:00,2026-06-19 19:22:00,15.0,7.0,2026-06-19 19:15:00,2026-06-19 19:21:00,,,,,Гаврилов В. А.,Ютэйр,Выдача от 30 до 40 минут
2026-06-19,ЮТ 464 ,73Х,ТЮМЕНЬ(РОЩИНО),15,Y(А05),18:43,811,2026-06-19 18:51:00,2026-06-19 18:52:00,,2026-06-19 19:14:00,2026-06-19 19:21:00,2026-06-19 19:14:00,2026-06-19 19:21:00,2026-06-19 19:00:00,21.0,2.0,2026-06-19 19:27:00,2026-06-19 19:30:00,16.0,9.0,2026-06-19 19:22:00,2026-06-19 19:26:00,,,,,Рябчевский В. О.,Ютэйр,Выдача от 30 до 40 минут
2026-06-19,ЮТ 374 ,734,МИНЕРАЛЬНЫЕ ВОДЫ,12,Y(А06),18:48,1169,2026-06-19 18:55:00,2026-06-19 19:02:00,4.0,2026-06-19 19:00:00,2026-06-19 19:11:00,2026-06-19 19:00:00,2026-06-19 19:11:00,2026-06-19 19:07:00,4.0,3.0,2026-06-19 19:15:00,2026-06-19 19:17:00,,0.0,2026-06-19 19:13:00,2026-06-19 19:15:00,,,,,Попов Д. В.,Ютэйр,Выдача до 30 минут
2026-06-19,ДР 836 ,7С8,ГАЗИПАША,48,Y(А09),18:51,1881,2026-06-19 19:02:00,2026-06-19 19:03:00,,2026-06-19 19:06:00,2026-06-19 19:19:00,2026-06-19 19:06:00,2026-06-19 19:19:00,2026-06-19 19:19:00,,,2026-06-19 19:18:00,2026-06-19 19:27:00,,0.0,2026-06-19 19:11:00,2026-06-19 19:17:00,2026-06-19 19:20:00,2026-06-19 19:27:00,,,Демчук Д. П.,Победа,Выдача до 30 минут
2026-06-19,ДР 466 ,7С8,УЛЬЯНОВСК(БАРАТАЕВКА),49,Y(А07),18:56,319,2026-06-19 19:06:00,2026-06-19 19:08:00,,2026-06-19 19:09:00,2026-06-19 19:21:00,2026-06-19 19:20:00,2026-06-19 19:21:00,2026-06-19 19:12:00,9.0,,2026-06-19 19:17:00,2026-06-19 19:18:00,,0.0,2026-06-19 19:12:00,2026-06-19 19:18:00,,,,,"Додаров Ф. М., Семиченков - Исаков С. А.",Победа,Выдача до 30 минут
2026-06-19,ДР 170 ,73Х,МИНЕРАЛЬНЫЕ ВОДЫ,50,Y(А07),19:04,415,2026-06-19 19:16:00,2026-06-19 19:16:00,,2026-06-19 19:19:00,2026-06-19 19:22:00,2026-06-19 19:19:00,2026-06-19 19:22:00,2026-06-19 19:23:00,,,2026-06-19 19:28:00,2026-06-19 19:29:00,,0.0,2026-06-19 19:23:00,2026-06-19 19:27:00,,,,,Екимов С. С.,Победа,Выдача до 30 минут
2026-06-19,ДР 964 ,73Х,ДАЛАМАН,46,Y(А13),19:21,1413,2026-06-19 19:27:00,2026-06-19 19:30:00,,2026-06-19 19:31:00,2026-06-19 19:39:00,2026-06-19 19:31:00,2026-06-19 19:39:00,2026-06-19 19:40:00,,,2026-06-19 19:41:00,2026-06-19 19:48:00,,0.0,2026-06-19 19:35:00,2026-06-19 19:41:00,2026-06-19 19:41:00,2026-06-19 19:47:00,,,Чеканов В. А.,Победа,Выдача до 30 минут
2026-06-19,ЮТ 296 ,73Х,СУРГУТ,13,Y(А06),19:25,914,2026-06-19 19:34:00,2026-06-19 19:38:00,1.0,2026-06-19 19:37:00,2026-06-19 19:43:00,2026-06-19 19:38:00,2026-06-19 19:43:00,2026-06-19 19:44:00,,,2026-06-19 19:49:00,2026-06-19 19:51:00,,0.0,2026-06-19 19:45:00,2026-06-19 19:50:00,,,,,"Кейта А. С., Кузин К. С.",Ютэйр,Выдача до 30 минут
2026-06-19,AZO 7054 ,СУ9,БАТУМИ,28,Y(А11),19:33,1037,2026-06-19 19:41:00,2026-06-19 19:46:00,2.0,2026-06-19 19:51:00,2026-06-19 20:02:00,2026-06-19 19:51:00,2026-06-19 20:02:00,2026-06-19 19:52:00,10.0,4.0,2026-06-19 20:06:00,2026-06-19 20:08:00,5.0,0.0,2026-06-19 20:03:00,2026-06-19 20:05:00,,,,,Барабанов А. М.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-19,ФВ 6179 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),19:38,176,2026-06-19 19:48:00,2026-06-19 19:51:00,,2026-06-19 19:52:00,2026-06-19 19:54:00,2026-06-19 19:52:00,2026-06-19 19:54:00,2026-06-19 19:53:00,1.0,1.0,2026-06-19 19:58:00,2026-06-19 19:59:00,,0.0,2026-06-19 19:55:00,2026-06-19 19:57:00,,,,,Коляскин А. Г.,Россия,Выдача до 30 минут
2026-06-19,ГЗП 554 ,СУ9,БОВАНЕНКОВО,10,Y(А07),19:43,455,2026-06-19 19:57:00,2026-06-19 19:59:00,,2026-06-19 19:59:00,2026-06-19 20:07:00,2026-06-19 19:59:00,2026-06-19 20:07:00,2026-06-19 20:04:00,3.0,5.0,2026-06-19 20:10:00,2026-06-19 20:11:00,,0.0,2026-06-19 20:07:00,2026-06-19 20:10:00,,,,,Воробьев Т. А.,Газпром авиа,Выдача до 30 минут
2026-06-19,ЮТ 790 ,73Х,ФЕРГАНА(ФЕРГАНА ИНТЛ.),24,Y(А12),19:47,1040,2026-06-19 19:55:00,2026-06-19 19:56:00,,2026-06-19 19:58:00,2026-06-19 20:07:00,2026-06-19 20:01:00,2026-06-19 20:07:00,2026-06-19 20:06:00,1.0,,2026-06-19 20:10:00,2026-06-19 20:25:00,,0.0,2026-06-19 20:06:00,2026-06-19 20:11:00,,,,,"Коляскин А. Г., Ушаков Г. А.",Ютэйр,Выдача до 30 минут
2026-06-19,ДР 158 ,7С8,КРАСНОДАР(ПАШКОВСКИЙ),47,Y(А08),19:53,571,2026-06-19 19:59:00,2026-06-19 20:02:00,,2026-06-19 20:04:00,2026-06-19 20:08:00,2026-06-19 20:04:00,2026-06-19 20:08:00,2026-06-19 20:07:00,1.0,,2026-06-19 20:15:00,2026-06-19 20:16:00,,0.0,2026-06-19 20:09:00,2026-06-19 20:14:00,,,,,Семиченков - Исаков С. А.,Победа,Выдача до 30 минут
2026-06-19,ЮТ 802 ,73Х,ДУШАНБЕ(ДУШАНБЕ ИНТЛ.),11,Y(А09),19:57,1968,2026-06-19 20:09:00,2026-06-19 20:10:00,,2026-06-19 20:10:00,2026-06-19 20:23:00,2026-06-19 20:10:00,2026-06-19 20:23:00,2026-06-19 20:26:00,,,2026-06-19 20:18:00,2026-06-19 20:28:00,,0.0,2026-06-19 20:14:00,2026-06-19 20:18:00,2026-06-19 20:23:00,2026-06-19 20:27:00,,,"Екимов С. С., Омурбе У. Б.",Ютэйр,Выдача до 30 минут
2026-06-19,NE 646 ,320,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),25,Y(А13),20:00,1371,2026-06-19 20:11:00,2026-06-19 20:12:00,,2026-06-19 20:15:00,2026-06-19 20:27:00,2026-06-19 20:15:00,2026-06-19 20:27:00,2026-06-19 20:24:00,3.0,3.0,2026-06-19 20:24:00,2026-06-19 20:31:00,,0.0,2026-06-19 20:20:00,2026-06-19 20:23:00,2026-06-19 20:26:00,2026-06-19 20:30:00,,,Иванов В. А.,Nesma Airlines,Выдача до 30 минут
2026-06-19,ВГ 2392 ,ЯК4,ВОЛОГДА,45,0,20:28,37,2026-06-19 20:34:00,2026-06-19 20:34:00,,2026-06-19 20:34:00,2026-06-19 20:37:00,2026-06-19 20:34:00,2026-06-19 20:37:00,2026-06-19 20:38:00,,3.0,,-1,,0.0,,,,,,,Демчук Д. П.,Вологодское АП,Не определено
2026-06-19,ЮТ 356 ,734,ГРОЗНЫЙ(СЕВЕРНЫЙ),8,Y(А04),20:35,138,2026-06-19 20:46:00,2026-06-19 20:47:00,,2026-06-19 20:51:00,2026-06-19 20:53:00,2026-06-19 20:51:00,2026-06-19 20:53:00,2026-06-19 20:51:00,2.0,1.0,2026-06-19 20:55:00,2026-06-19 20:56:00,,0.0,2026-06-19 20:53:00,2026-06-19 20:55:00,,,,,Каламбеков У. О.,Ютэйр,Выдача до 30 минут
2026-06-19,AZV 3014 ,763,АНТАЛЬЯ,22,Y(А10),20:40,1950,2026-06-19 20:53:00,2026-06-19 20:54:00,,2026-06-19 20:59:00,2026-06-19 21:14:00,2026-06-19 20:59:00,2026-06-19 21:14:00,2026-06-19 21:10:00,4.0,2.0,2026-06-19 21:13:00,2026-06-19 21:19:00,,0.0,2026-06-19 21:13:00,2026-06-19 21:18:00,,,,,Воробьев Т. А.,АЗУР эйр,Выдача до 30 минут
2026-06-19,DV 815 ,7М8,АЛМАТЫ(АЛМАТЫ ИНТЛ.),20,Y(А13),20:59,1365,2026-06-19 21:09:00,2026-06-19 21:12:00,,2026-06-19 21:13:00,2026-06-19 21:24:00,2026-06-19 21:15:00,2026-06-19 21:24:00,2026-06-19 21:22:00,2.0,,2026-06-19 21:27:00,2026-06-19 21:32:00,,0.0,2026-06-19 21:27:00,2026-06-19 21:32:00,2026-06-19 21:20:00,2026-06-19 21:27:00,,,"Барабанов А. М., Тихонов С. М.",SCAT Airlines,Выдача до 30 минут
2026-06-19,AZV 3006 ,763,АНТАЛЬЯ,63,Y(А09),21:09,3316,2026-06-19 21:24:00,2026-06-19 21:25:00,,2026-06-19 21:25:00,2026-06-19 21:47:00,2026-06-19 21:25:00,2026-06-19 21:47:00,2026-06-19 21:50:00,,,2026-06-19 21:47:00,2026-06-19 21:56:00,,2.0,2026-06-19 21:43:00,2026-06-19 21:49:00,2026-06-19 21:43:00,2026-06-19 21:56:00,,,"Гаврилов В. А., Рябчевский В. О.",АЗУР эйр,Выдача от 30 до 40 минут
2026-06-19,ЮТ 276 ,73Х,СОЧИ,17,Y(А06),21:17,999,2026-06-19 21:26:00,2026-06-19 21:28:00,,2026-06-19 21:34:00,2026-06-19 21:41:00,2026-06-19 21:34:00,2026-06-19 21:41:00,2026-06-19 21:37:00,4.0,,2026-06-19 21:48:00,2026-06-19 21:51:00,2.0,0.0,2026-06-19 21:42:00,2026-06-19 21:47:00,,,,,Демчук Д. П.,Ютэйр,Выдача до 30 минут
2026-06-19,ХИ 613 ,763,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),23,Y(А10),21:22,2935,2026-06-19 21:36:00,2026-06-19 21:38:00,,2026-06-19 21:41:00,2026-06-19 22:03:00,2026-06-19 21:41:00,2026-06-19 22:03:00,2026-06-19 22:00:00,3.0,2.0,2026-06-19 21:51:00,2026-06-19 22:13:00,,7.0,2026-06-19 21:41:00,2026-06-19 22:03:00,2026-06-19 21:57:00,2026-06-19 22:09:00,,,Харитонов- Тихонов И. А.,UZBEKISTAN AIRWAYS,Выдача от 30 до 40 минут
2026-06-19,J2 5830 ,320,ГЯНДЖА,21,Y(А11),21:26,2332,2026-06-19 21:41:00,2026-06-19 21:43:00,,2026-06-19 21:45:00,2026-06-19 22:02:00,2026-06-19 21:45:00,2026-06-19 22:02:00,2026-06-19 22:01:00,1.0,1.0,2026-06-19 21:59:00,2026-06-19 22:11:00,,0.0,2026-06-19 21:53:00,2026-06-19 22:01:00,2026-06-19 22:03:00,2026-06-19 22:09:00,,,Чеканов В. А.,AZAL,Выдача до 30 минут
2026-06-19,ЮТ 180 ,735,УХТА,16,Y(А05),21:39,509,2026-06-19 21:47:00,2026-06-19 21:48:00,,2026-06-19 21:53:00,2026-06-19 22:03:00,2026-06-19 21:53:00,2026-06-19 22:03:00,2026-06-19 21:54:00,9.0,7.0,2026-06-19 22:08:00,2026-06-19 22:11:00,1.0,0.0,2026-06-19 22:04:00,2026-06-19 22:08:00,,,,,Екимов С. С.,Ютэйр,Выдача до 30 минут
2026-06-19,ЮТ 398 ,734,ГЕЛЕНДЖИК,11,Y(А06),21:42,858,2026-06-19 21:51:00,2026-06-19 21:53:00,,2026-06-19 21:58:00,2026-06-19 22:02:00,2026-06-19 21:58:00,2026-06-19 22:02:00,2026-06-19 22:01:00,1.0,,2026-06-19 22:07:00,2026-06-19 22:11:00,,0.0,2026-06-19 22:04:00,2026-06-19 22:07:00,,,,,Кузин К. С.,Ютэйр,Выдача до 30 минут
2026-06-19,NE 602 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),24,Y(А12),21:55,1910,2026-06-19 22:05:00,2026-06-19 22:08:00,,2026-06-19 22:08:00,2026-06-19 22:26:00,2026-06-19 22:08:00,2026-06-19 22:26:00,2026-06-19 22:22:00,4.0,5.0,2026-06-19 22:21:00,2026-06-19 22:34:00,,0.0,2026-06-19 22:17:00,2026-06-19 22:20:00,2026-06-19 22:28:00,2026-06-19 22:33:00,,,Попов Д. В.,Nesma Airlines,Выдача до 30 минут
2026-06-19,AZO 7018 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),45,Y(А11),22:04,670,2026-06-19 22:15:00,2026-06-19 22:18:00,,2026-06-19 22:20:00,2026-06-19 22:26:00,2026-06-19 22:20:00,2026-06-19 22:26:00,2026-06-19 22:23:00,3.0,2.0,2026-06-19 22:37:00,2026-06-19 22:39:00,,0.0,2026-06-19 22:28:00,2026-06-19 22:35:00,,,,,Дубинский В. Д.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-19,ФВ 6183 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),22:06,119,2026-06-19 22:15:00,2026-06-19 22:17:00,,2026-06-19 22:20:00,2026-06-19 22:21:00,2026-06-19 22:20:00,2026-06-19 22:21:00,2026-06-19 22:20:00,1.0,,2026-06-19 22:26:00,2026-06-19 22:27:00,,0.0,2026-06-19 22:23:00,2026-06-19 22:26:00,,,,,Кейта А. С.,Россия,Выдача до 30 минут
2026-06-19,ФВ 6181 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),12,Y(А04),22:15,199,2026-06-19 22:27:00,2026-06-19 22:28:00,,2026-06-19 22:30:00,2026-06-19 22:34:00,2026-06-19 22:30:00,2026-06-19 22:34:00,2026-06-19 22:32:00,2.0,3.0,2026-06-19 22:38:00,2026-06-19 22:39:00,,0.0,2026-06-19 22:36:00,2026-06-19 22:38:00,,,,,Иванов В. А.,Россия,Выдача до 30 минут
2026-06-19,ФВ 6177 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),10,Y(А04),22:18,72,2026-06-19 22:30:00,2026-06-19 22:30:00,,2026-06-19 22:34:00,2026-06-19 22:37:00,2026-06-19 22:34:00,2026-06-19 22:37:00,2026-06-19 22:34:00,3.0,3.0,2026-06-19 22:42:00,2026-06-19 22:43:00,,0.0,2026-06-19 22:40:00,2026-06-19 22:42:00,,,,,Рябчевский В. О.,Россия,Выдача до 30 минут
2026-06-19,ДР 738 ,73Х,СТАМБУЛ(СТАМБУЛ НЬЮ),47,Y(А11),22:25,1598,2026-06-19 22:37:00,2026-06-19 22:39:00,,2026-06-19 22:40:00,2026-06-19 22:50:00,2026-06-19 22:40:00,2026-06-19 22:50:00,2026-06-19 22:52:00,,,2026-06-19 22:50:00,2026-06-19 23:04:00,,0.0,2026-06-19 22:55:00,2026-06-19 23:03:00,2026-06-19 22:45:00,2026-06-19 22:50:00,,,Гаврилов В. А.,Победа,Выдача до 30 минут
2026-06-19,J2 805 ,763,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),18,Y(А10),22:28,2092,2026-06-19 22:42:00,2026-06-19 22:42:00,,2026-06-19 22:42:00,2026-06-19 22:54:00,2026-06-19 22:42:00,2026-06-19 22:54:00,2026-06-19 23:00:00,,,2026-06-19 22:56:00,2026-06-19 22:59:00,,0.0,2026-06-19 22:50:00,2026-06-19 22:59:00,,,,,"Барабанов А. М., Семиченков - Исаков С. А.",AZAL,Выдача до 30 минут
2026-06-19,PBD 840 ,73Х,АНТАЛЬЯ,48,Y(А12),22:32,1574,2026-06-19 22:41:00,2026-06-19 22:43:00,,2026-06-19 22:49:00,2026-06-19 22:54:00,2026-06-19 22:49:00,2026-06-19 22:54:00,2026-06-19 22:55:00,,,2026-06-19 22:57:00,2026-06-19 23:07:00,,0.0,2026-06-19 22:50:00,2026-06-19 22:57:00,2026-06-19 22:58:00,2026-06-19 23:05:00,,,Омурбе У. Б.,Победа,Выдача до 30 минут
2026-06-19,РГ 194 ,ЦР1,ТАМБОВ,55,Y(А06),22:43,108,2026-06-19 22:53:00,2026-06-19 22:53:00,,2026-06-19 22:55:00,2026-06-19 22:57:00,2026-06-19 22:55:00,2026-06-19 22:57:00,2026-06-19 22:58:00,,1.0,2026-06-19 23:04:00,2026-06-19 23:05:00,,0.0,2026-06-19 22:58:00,2026-06-19 23:04:00,,,,,Дубинский В. Д.,Руслайн,Выдача до 30 минут
2026-06-19,ФВ 6185 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),22:50,138,2026-06-19 23:05:00,2026-06-19 23:05:00,,2026-06-19 23:06:00,2026-06-19 23:09:00,2026-06-19 23:06:00,2026-06-19 23:09:00,2026-06-19 23:10:00,,2.0,2026-06-19 23:12:00,2026-06-19 23:13:00,,0.0,2026-06-19 23:09:00,2026-06-19 23:14:00,,,,,Иванов В. А.,Россия,Выдача до 30 минут
2026-06-19,DV 813 ,738,АСТАНА(НУРСУЛТАН НАЗАРБАЕВ),29,Y(А13),22:55,1219,2026-06-19 23:09:00,2026-06-19 23:13:00,1.0,2026-06-19 23:12:00,2026-06-19 23:27:00,2026-06-19 23:12:00,2026-06-19 23:27:00,2026-06-19 23:21:00,6.0,7.0,2026-06-19 23:24:00,2026-06-19 23:31:00,,0.0,2026-06-19 23:20:00,2026-06-19 23:24:00,2026-06-19 23:28:00,2026-06-19 23:30:00,,,Воробьев Т. А.,SCAT Airlines,Выдача до 30 минут
2026-06-19,TK 411 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А09),22:57,4731,2026-06-19 23:13:00,2026-06-19 23:16:00,,2026-06-19 23:20:00,2026-06-19 23:37:00,2026-06-19 23:20:00,2026-06-19 23:37:00,2026-06-19 23:49:00,,,2026-06-19 23:32:00,2026-06-19 23:41:00,,0.0,2026-06-19 23:35:00,2026-06-19 23:44:00,2026-06-19 23:28:00,2026-06-19 23:39:00,,,Тихонов С. М.,Turkish Airlines,Выдача до 30 минут
